,Rank,Team,Change,Prior,Date,Division
20,21,West Chester Loco,-13,8,2018-10-26,CLUB_MIXED
21,22,Iowa Chad Larson Experience,+2,24,2018-10-26,CLUB_MIXED
22,23,Seattle Lights Out,+2,25,2018-10-26,CLUB_MIXED
23,24,Durham Toro,-3,21,2018-10-26,CLUB_MIXED
24,25,New York XIST,,-,2018-10-26,CLUB_MIXED
0,1,Minneapolis Drag’N Thrust,+2,3,2018-10-26,CLUB_MIXED
1,2,Seattle Mixtape,+3,5,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,-2,1,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,-2,2,2018-10-26,CLUB_MIXED
4,5,Boston Wild Card,+6,11,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,-,6,2018-10-26,CLUB_MIXED
6,7,Boston Snake Country,-,7,2018-10-26,CLUB_MIXED
7,8,West Chester Loco,-,8,2018-10-26,CLUB_MIXED
8,9,San Francisco Blackbird,-,9,2018-10-26,CLUB_MIXED
9,10,San Francisco Polar Bears,-,10,2018-10-26,CLUB_MIXED
10,11,Boston Slow,-7,4,2018-10-26,CLUB_MIXED
11,12,Washington DC Space Heater,-,12,2018-10-26,CLUB_MIXED
12,13,Minneapolis No Touching,-,13,2018-10-26,CLUB_MIXED
13,14,San Francisco Mischief,-,14,2018-10-26,CLUB_MIXED
14,15,Dallas Public Enemy,-,15,2018-10-26,CLUB_MIXED
15,16,Fort Collins shame.,-,16,2018-10-26,CLUB_MIXED
16,17,Seattle Birdfruit,-,17,2018-10-26,CLUB_MIXED
17,18,Washington DC Rally,-,18,2018-10-26,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2018-10-26,CLUB_MIXED
19,20,Boise Lochsa,-,20,2018-10-26,CLUB_MIXED
20,21,Durham Toro,-,21,2018-10-26,CLUB_MIXED
21,22,Madison NOISE,-,22,2018-10-26,CLUB_MIXED
22,23,Los Angeles 7 Figures,-,23,2018-10-26,CLUB_MIXED
23,24,Iowa Chad Larson Experience,-,24,2018-10-26,CLUB_MIXED
24,25,Seattle Lights Out,-,25,2018-10-26,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2018-10-26,CLUB_MIXED
1,2,Seattle BFG,-,2,2018-10-26,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2018-10-26,CLUB_MIXED
3,4,Boston Slow,-,4,2018-10-26,CLUB_MIXED
4,5,Seattle Mixtape,-,5,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,-,6,2018-10-26,CLUB_MIXED
6,7,Boston Snake Country,-,7,2018-10-26,CLUB_MIXED
7,8,West Chester Loco,-,8,2018-10-26,CLUB_MIXED
8,9,San Francisco Blackbird,-,9,2018-10-26,CLUB_MIXED
9,10,San Francisco Polar Bears,-,10,2018-10-26,CLUB_MIXED
10,11,Boston Wild Card,-,11,2018-10-26,CLUB_MIXED
11,12,Washington DC Space Heater,-,12,2018-10-26,CLUB_MIXED
12,13,Minneapolis No Touching,-,13,2018-10-26,CLUB_MIXED
13,14,San Francisco Mischief,-,14,2018-10-26,CLUB_MIXED
14,15,Dallas Public Enemy,-,15,2018-10-26,CLUB_MIXED
15,16,Fort Collins shame.,-,16,2018-10-26,CLUB_MIXED
16,17,Seattle Birdfruit,-,17,2018-10-26,CLUB_MIXED
17,18,Washington DC Rally,-,18,2018-10-26,CLUB_MIXED
18,19,Atlanta Bucket,-,19,2018-10-26,CLUB_MIXED
19,20,Boise Lochsa,-,20,2018-10-26,CLUB_MIXED
20,21,Durham Toro,-,21,2018-10-26,CLUB_MIXED
21,22,Madison NOISE,-,22,2018-10-26,CLUB_MIXED
22,23,Los Angeles 7 Figures,-,23,2018-10-26,CLUB_MIXED
23,24,Iowa Chad Larson Experience,-,24,2018-10-26,CLUB_MIXED
24,25,Seattle Lights Out,-,25,2018-10-26,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2018-10-26,CLUB_MIXED
1,2,Seattle BFG,-,2,2018-10-26,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2018-10-26,CLUB_MIXED
3,4,Boston Slow,-,4,2018-10-26,CLUB_MIXED
4,5,Seattle Mixtape,-,5,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,+1,7,2018-10-26,CLUB_MIXED
6,7,Boston Snake Country,-1,6,2018-10-26,CLUB_MIXED
7,8,West Chester Loco,+1,9,2018-10-26,CLUB_MIXED
8,9,San Francisco Blackbird,+7,16,2018-10-26,CLUB_MIXED
9,10,San Francisco Polar Bears,+8,18,2018-10-26,CLUB_MIXED
10,11,Boston Wild Card,-1,10,2018-10-26,CLUB_MIXED
11,12,Washington DC Space Heater,-1,11,2018-10-26,CLUB_MIXED
12,13,Minneapolis No Touching,+6,19,2018-10-26,CLUB_MIXED
13,14,San Francisco Mischief,-,14,2018-10-26,CLUB_MIXED
14,15,Dallas Public Enemy,-,15,2018-10-26,CLUB_MIXED
15,16,Fort Collins shame.,-8,8,2018-10-26,CLUB_MIXED
16,17,Seattle Birdfruit,+4,21,2018-10-26,CLUB_MIXED
17,18,Washington DC Rally,+2,20,2018-10-26,CLUB_MIXED
18,19,Atlanta Bucket,,-,2018-10-26,CLUB_MIXED
19,20,Boise Lochsa,+2,22,2018-10-26,CLUB_MIXED
20,21,Durham Toro,-9,12,2018-10-26,CLUB_MIXED
21,22,Madison NOISE,-9,13,2018-10-26,CLUB_MIXED
22,23,Los Angeles 7 Figures,-6,17,2018-10-26,CLUB_MIXED
23,24,Iowa Chad Larson Experience,+1,25,2018-10-26,CLUB_MIXED
24,25,Seattle Lights Out,,-,2018-10-26,CLUB_MIXED
0,1,Philadelphia AMP,-,1,2018-10-26,CLUB_MIXED
1,2,Seattle BFG,-,2,2018-10-26,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,+1,4,2018-10-26,CLUB_MIXED
3,4,Boston Slow,+1,5,2018-10-26,CLUB_MIXED
4,5,Seattle Mixtape,+1,6,2018-10-26,CLUB_MIXED
5,6,Boston Snake Country,+3,9,2018-10-26,CLUB_MIXED
6,7,Denver Love Tractor,-,7,2018-10-26,CLUB_MIXED
7,8,Fort Collins shame.,-,8,2018-10-26,CLUB_MIXED
8,9,West Chester Loco,+2,11,2018-10-26,CLUB_MIXED
9,10,Boston Wild Card,-,10,2018-10-26,CLUB_MIXED
10,11,Washington DC Space Heater,-8,3,2018-10-26,CLUB_MIXED
11,12,Durham Toro,-,12,2018-10-26,CLUB_MIXED
12,13,Madison NOISE,-,13,2018-10-26,CLUB_MIXED
13,14,San Francisco Mischief,-,14,2018-10-26,CLUB_MIXED
14,15,Dallas Public Enemy,-,15,2018-10-26,CLUB_MIXED
15,16,San Francisco Blackbird,-,16,2018-10-26,CLUB_MIXED
16,17,Los Angeles 7 Figures,-,17,2018-10-26,CLUB_MIXED
17,18,San Francisco Polar Bears,-,18,2018-10-26,CLUB_MIXED
18,19,Minneapolis No Touching,-,19,2018-10-26,CLUB_MIXED
19,20,Washington DC Rally,-,20,2018-10-26,CLUB_MIXED
20,21,Seattle Birdfruit,-,21,2018-10-26,CLUB_MIXED
21,22,Boise Lochsa,-,22,2018-10-26,CLUB_MIXED
22,23,Boston League Of Shadows,+2,25,2018-10-26,CLUB_MIXED
23,24,New Jersey Jughandle,,-,2018-10-26,CLUB_MIXED
24,25,Iowa Chad Larson Experience,,-,2018-10-26,CLUB_MIXED
0,1,Philadelphia AMP,+3,4,2018-10-26,CLUB_MIXED
1,2,Seattle BFG,-1,1,2018-10-26,CLUB_MIXED
2,3,Washington DC Space Heater,-1,2,2018-10-26,CLUB_MIXED
3,4,Minneapolis Drag’N Thrust,+4,8,2018-10-26,CLUB_MIXED
4,5,Boston Slow,-,5,2018-10-26,CLUB_MIXED
5,6,Seattle Mixtape,-3,3,2018-10-26,CLUB_MIXED
6,7,Denver Love Tractor,-1,6,2018-10-26,CLUB_MIXED
7,8,Fort Collins shame.,-1,7,2018-10-26,CLUB_MIXED
8,9,Boston Snake Country,-,9,2018-10-26,CLUB_MIXED
9,10,Boston Wild Card,-,10,2018-10-26,CLUB_MIXED
10,11,West Chester Loco,-,11,2018-10-26,CLUB_MIXED
11,12,Durham Toro,-,12,2018-10-26,CLUB_MIXED
12,13,Madison NOISE,+2,15,2018-10-26,CLUB_MIXED
13,14,San Francisco Mischief,-1,13,2018-10-26,CLUB_MIXED
14,15,Dallas Public Enemy,+5,20,2018-10-26,CLUB_MIXED
15,16,San Francisco Blackbird,-2,14,2018-10-26,CLUB_MIXED
16,17,Los Angeles 7 Figures,-1,16,2018-10-26,CLUB_MIXED
17,18,San Francisco Polar Bears,-1,17,2018-10-26,CLUB_MIXED
18,19,Minneapolis No Touching,-1,18,2018-10-26,CLUB_MIXED
19,20,Washington DC Rally,-1,19,2018-10-26,CLUB_MIXED
20,21,Seattle Birdfruit,-,21,2018-10-26,CLUB_MIXED
21,22,Boise Lochsa,-,22,2018-10-26,CLUB_MIXED
22,23,New York XIST,-,23,2018-10-26,CLUB_MIXED
23,24,Connecticut Metro North,-,24,2018-10-26,CLUB_MIXED
24,25,Boston League Of Shadows,-,25,2018-10-26,CLUB_MIXED
0,1,Seattle BFG,-,1,2018-10-26,CLUB_MIXED
1,2,Washington DC Space Heater,-,2,2018-10-26,CLUB_MIXED
2,3,Seattle Mixtape,-,3,2018-10-26,CLUB_MIXED
3,4,Philadelphia AMP,-,4,2018-10-26,CLUB_MIXED
4,5,Boston Slow,-,5,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,-,6,2018-10-26,CLUB_MIXED
6,7,Fort Collins shame.,-,7,2018-10-26,CLUB_MIXED
7,8,Minneapolis Drag’N Thrust,-,8,2018-10-26,CLUB_MIXED
8,9,Boston Snake Country,-,9,2018-10-26,CLUB_MIXED
9,10,Boston Wild Card,+1,11,2018-10-26,CLUB_MIXED
10,11,West Chester Loco,+6,17,2018-10-26,CLUB_MIXED
11,12,Durham Toro,+3,15,2018-10-26,CLUB_MIXED
12,13,San Francisco Mischief,-1,12,2018-10-26,CLUB_MIXED
13,14,San Francisco Blackbird,-1,13,2018-10-26,CLUB_MIXED
14,15,Madison NOISE,+1,16,2018-10-26,CLUB_MIXED
15,16,Los Angeles 7 Figures,-2,14,2018-10-26,CLUB_MIXED
16,17,San Francisco Polar Bears,+6,23,2018-10-26,CLUB_MIXED
17,18,Minneapolis No Touching,-,18,2018-10-26,CLUB_MIXED
18,19,Washington DC Rally,,-,2018-10-26,CLUB_MIXED
19,20,Dallas Public Enemy,-1,19,2018-10-26,CLUB_MIXED
20,21,Seattle Birdfruit,-1,20,2018-10-26,CLUB_MIXED
21,22,Boise Lochsa,-12,10,2018-10-26,CLUB_MIXED
22,23,New York XIST,-2,21,2018-10-26,CLUB_MIXED
23,24,Connecticut Metro North,-2,22,2018-10-26,CLUB_MIXED
24,25,Boston League Of Shadows,,-,2018-10-26,CLUB_MIXED
0,1,Seattle BFG,+3,4,2018-10-26,CLUB_MIXED
1,2,Washington DC Space Heater,-,2,2018-10-26,CLUB_MIXED
2,3,Seattle Mixtape,-2,1,2018-10-26,CLUB_MIXED
3,4,Philadelphia AMP,-1,3,2018-10-26,CLUB_MIXED
4,5,Boston Slow,-,5,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,-,6,2018-10-26,CLUB_MIXED
6,7,Fort Collins shame.,-,7,2018-10-26,CLUB_MIXED
7,8,Minneapolis Drag’N Thrust,-,8,2018-10-26,CLUB_MIXED
8,9,Boston Snake Country,-,9,2018-10-26,CLUB_MIXED
9,10,Boise Lochsa,+1,11,2018-10-26,CLUB_MIXED
10,11,Boston Wild Card,+1,12,2018-10-26,CLUB_MIXED
11,12,San Francisco Mischief,+3,15,2018-10-26,CLUB_MIXED
12,13,San Francisco Blackbird,-3,10,2018-10-26,CLUB_MIXED
13,14,Los Angeles 7 Figures,+2,16,2018-10-26,CLUB_MIXED
14,15,Durham Toro,-2,13,2018-10-26,CLUB_MIXED
15,16,Madison NOISE,-2,14,2018-10-26,CLUB_MIXED
16,17,West Chester Loco,-,17,2018-10-26,CLUB_MIXED
17,18,Minneapolis No Touching,-,18,2018-10-26,CLUB_MIXED
18,19,Dallas Public Enemy,-,19,2018-10-26,CLUB_MIXED
19,20,Seattle Birdfruit,-,20,2018-10-26,CLUB_MIXED
20,21,New York XIST,-,21,2018-10-26,CLUB_MIXED
21,22,Connecticut Metro North,-,22,2018-10-26,CLUB_MIXED
22,23,San Francisco Polar Bears,-,23,2018-10-26,CLUB_MIXED
23,24,Atlanta Bucket,-,24,2018-10-26,CLUB_MIXED
24,25,Pittsburgh Alloy,-,25,2018-10-26,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2018-10-26,CLUB_MIXED
1,2,Washington DC Space Heater,-,2,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,-,3,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,-,4,2018-10-26,CLUB_MIXED
4,5,Boston Slow,+1,6,2018-10-26,CLUB_MIXED
5,6,Denver Love Tractor,+7,13,2018-10-26,CLUB_MIXED
6,7,Fort Collins shame.,+7,14,2018-10-26,CLUB_MIXED
7,8,Minneapolis Drag’N Thrust,-1,7,2018-10-26,CLUB_MIXED
8,9,Boston Snake Country,-1,8,2018-10-26,CLUB_MIXED
9,10,San Francisco Blackbird,-,10,2018-10-26,CLUB_MIXED
10,11,Boise Lochsa,+1,12,2018-10-26,CLUB_MIXED
11,12,Boston Wild Card,-3,9,2018-10-26,CLUB_MIXED
12,13,Durham Toro,+9,22,2018-10-26,CLUB_MIXED
13,14,Madison NOISE,+1,15,2018-10-26,CLUB_MIXED
14,15,San Francisco Mischief,-10,5,2018-10-26,CLUB_MIXED
15,16,Los Angeles 7 Figures,+3,19,2018-10-26,CLUB_MIXED
16,17,West Chester Loco,+3,20,2018-10-26,CLUB_MIXED
17,18,Minneapolis No Touching,-2,16,2018-10-26,CLUB_MIXED
18,19,Dallas Public Enemy,-8,11,2018-10-26,CLUB_MIXED
19,20,Seattle Birdfruit,,-,2018-10-26,CLUB_MIXED
20,21,New York XIST,,-,2018-10-26,CLUB_MIXED
21,22,Connecticut Metro North,-4,18,2018-10-26,CLUB_MIXED
22,23,San Francisco Polar Bears,-2,21,2018-10-26,CLUB_MIXED
23,24,Atlanta Bucket,-1,23,2018-10-26,CLUB_MIXED
24,25,Pittsburgh Alloy,-8,17,2018-10-26,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2018-10-26,CLUB_MIXED
1,2,Washington DC Space Heater,-,2,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,-,3,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,-,4,2018-10-26,CLUB_MIXED
4,5,San Francisco Mischief,-,5,2018-10-26,CLUB_MIXED
5,6,Boston Slow,-,6,2018-10-26,CLUB_MIXED
6,7,Minneapolis Drag’N Thrust,-,7,2018-10-26,CLUB_MIXED
7,8,Boston Snake Country,-,8,2018-10-26,CLUB_MIXED
8,9,Boston Wild Card,-,9,2018-10-26,CLUB_MIXED
9,10,San Francisco Blackbird,-,10,2018-10-26,CLUB_MIXED
10,11,Dallas Public Enemy,-,11,2018-10-26,CLUB_MIXED
11,12,Boise Lochsa,-,12,2018-10-26,CLUB_MIXED
12,13,Denver Love Tractor,-,13,2018-10-26,CLUB_MIXED
13,14,Fort Collins shame.,-,14,2018-10-26,CLUB_MIXED
14,15,Madison NOISE,-,15,2018-10-26,CLUB_MIXED
15,16,Minneapolis No Touching,-,16,2018-10-26,CLUB_MIXED
16,17,Pittsburgh Alloy,-,17,2018-10-26,CLUB_MIXED
17,18,Connecticut Metro North,-,18,2018-10-26,CLUB_MIXED
18,19,Los Angeles 7 Figures,-,19,2018-10-26,CLUB_MIXED
19,20,West Chester Loco,-,20,2018-10-26,CLUB_MIXED
20,21,San Francisco Polar Bears,-,21,2018-10-26,CLUB_MIXED
21,22,Durham Toro,-,22,2018-10-26,CLUB_MIXED
22,23,Atlanta Bucket,-,23,2018-10-26,CLUB_MIXED
23,24,Cincinnati Steamboat,-,24,2018-10-26,CLUB_MIXED
24,25,Boston League Of Shadows,-,25,2018-10-26,CLUB_MIXED
0,1,Seattle Mixtape,,,2018-10-26,CLUB_MIXED
1,2,Washington DC Space Heater,,,2018-10-26,CLUB_MIXED
2,3,Philadelphia AMP,,,2018-10-26,CLUB_MIXED
3,4,Seattle BFG,,,2018-10-26,CLUB_MIXED
4,5,San Francisco Mischief,,,2018-10-26,CLUB_MIXED
5,6,Boston Slow,,,2018-10-26,CLUB_MIXED
6,7,Minneapolis Drag’N Thrust,,,2018-10-26,CLUB_MIXED
7,8,Boston Snake Country,,,2018-10-26,CLUB_MIXED
8,9,Boston Wild Card,,,2018-10-26,CLUB_MIXED
9,10,San Francisco Blackbird,,,2018-10-26,CLUB_MIXED
10,11,Dallas Public Enemy,,,2018-10-26,CLUB_MIXED
11,12,Boise Lochsa,,,2018-10-26,CLUB_MIXED
12,13,Denver Love Tractor,,,2018-10-26,CLUB_MIXED
13,14,Fort Collins shame.,,,2018-10-26,CLUB_MIXED
14,15,Madison NOISE,,,2018-10-26,CLUB_MIXED
15,16,Minneapolis No Touching,,,2018-10-26,CLUB_MIXED
16,17,Pittsburgh Alloy,,,2018-10-26,CLUB_MIXED
17,18,Connecticut Metro North,,,2018-10-26,CLUB_MIXED
18,19,Los Angeles 7 Figures,,,2018-10-26,CLUB_MIXED
19,20,West Chester Loco,,,2018-10-26,CLUB_MIXED
20,21,San Francisco Polar Bears,,,2018-10-26,CLUB_MIXED
21,22,Durham Toro,,,2018-10-26,CLUB_MIXED
22,23,Atlanta Bucket,,,2018-10-26,CLUB_MIXED
23,24,Cincinnati Steamboat,,,2018-10-26,CLUB_MIXED
24,25,Boston League Of Shadows,,,2018-10-26,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2017-09-28,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2017-09-28,CLUB_MIXED
3,4,Seattle BFG,-,4,2017-09-28,CLUB_MIXED
4,5,Boston Slow,+1,6,2017-09-28,CLUB_MIXED
5,6,San Francisco Blackbird,+1,7,2017-09-28,CLUB_MIXED
6,7,Connecticut Metro North,+1,8,2017-09-28,CLUB_MIXED
7,8,San Francisco Mischief,+1,9,2017-09-28,CLUB_MIXED
8,9,Cincinnati Steamboat,+1,10,2017-09-28,CLUB_MIXED
9,10,Dallas Public Enemy,+3,13,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,Boston Wild Card,-7,5,2017-09-28,CLUB_MIXED
12,13,Madison NOISE,-1,12,2017-09-28,CLUB_MIXED
13,14,Pittsburgh Alloy,+1,15,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-1,14,2017-09-28,CLUB_MIXED
15,16,Durham Toro,+3,19,2017-09-28,CLUB_MIXED
16,17,Minneapolis No Touching,-1,16,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-1,17,2017-09-28,CLUB_MIXED
18,19,Washington DC Ambiguous Grey,-1,18,2017-09-28,CLUB_MIXED
19,20,Iowa Chad Larson Experience,-,20,2017-09-28,CLUB_MIXED
20,21,Atlanta Bucket,-,21,2017-09-28,CLUB_MIXED
21,22,San Francisco Polar Bears,+3,25,2017-09-28,CLUB_MIXED
22,23,Los Angeles 7 Figures,-1,22,2017-09-28,CLUB_MIXED
23,24,Gainesville G-Unit,,-,2017-09-28,CLUB_MIXED
24,25,Boise BoyShe,,-,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2017-09-28,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,-,3,2017-09-28,CLUB_MIXED
3,4,Seattle BFG,-,4,2017-09-28,CLUB_MIXED
4,5,Boston Wild Card,-,5,2017-09-28,CLUB_MIXED
5,6,Boston Slow,-,6,2017-09-28,CLUB_MIXED
6,7,San Francisco Blackbird,-,7,2017-09-28,CLUB_MIXED
7,8,Connecticut Metro North,-,8,2017-09-28,CLUB_MIXED
8,9,San Francisco Mischief,-,9,2017-09-28,CLUB_MIXED
9,10,Cincinnati Steamboat,-,10,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,Madison NOISE,-,12,2017-09-28,CLUB_MIXED
12,13,Dallas Public Enemy,-,13,2017-09-28,CLUB_MIXED
13,14,Denver Love Tractor,-,14,2017-09-28,CLUB_MIXED
14,15,Pittsburgh Alloy,+1,16,2017-09-28,CLUB_MIXED
15,16,Minneapolis No Touching,+1,17,2017-09-28,CLUB_MIXED
16,17,Chicago UPA,+1,18,2017-09-28,CLUB_MIXED
17,18,Washington DC Ambiguous Grey,+1,19,2017-09-28,CLUB_MIXED
18,19,Durham Toro,+1,20,2017-09-28,CLUB_MIXED
19,20,Iowa Chad Larson Experience,-5,15,2017-09-28,CLUB_MIXED
20,21,Atlanta Bucket,+2,23,2017-09-28,CLUB_MIXED
21,22,Los Angeles 7 Figures,+2,24,2017-09-28,CLUB_MIXED
22,23,West Chester Bang!,+2,25,2017-09-28,CLUB_MIXED
23,24,Seattle Birdfruit,,-,2017-09-28,CLUB_MIXED
24,25,San Francisco Polar Bears,-3,22,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2017-09-28,CLUB_MIXED
2,3,Minneapolis Drag’N Thrust,+1,4,2017-09-28,CLUB_MIXED
3,4,Seattle BFG,-1,3,2017-09-28,CLUB_MIXED
4,5,Boston Wild Card,-,5,2017-09-28,CLUB_MIXED
5,6,Boston Slow,-,6,2017-09-28,CLUB_MIXED
6,7,San Francisco Blackbird,+7,14,2017-09-28,CLUB_MIXED
7,8,Connecticut Metro North,-1,7,2017-09-28,CLUB_MIXED
8,9,San Francisco Mischief,-,9,2017-09-28,CLUB_MIXED
9,10,Cincinnati Steamboat,-2,8,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-1,10,2017-09-28,CLUB_MIXED
11,12,Madison NOISE,-1,11,2017-09-28,CLUB_MIXED
12,13,Dallas Public Enemy,-1,12,2017-09-28,CLUB_MIXED
13,14,Denver Love Tractor,-1,13,2017-09-28,CLUB_MIXED
14,15,Iowa Chad Larson Experience,-,15,2017-09-28,CLUB_MIXED
15,16,Pittsburgh Alloy,-,16,2017-09-28,CLUB_MIXED
16,17,Minneapolis No Touching,-,17,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-,18,2017-09-28,CLUB_MIXED
18,19,Washington DC Ambiguous Grey,-,19,2017-09-28,CLUB_MIXED
19,20,Durham Toro,-,20,2017-09-28,CLUB_MIXED
20,21,New York XIST,-,21,2017-09-28,CLUB_MIXED
21,22,San Francisco Polar Bears,-,22,2017-09-28,CLUB_MIXED
22,23,Atlanta Bucket,-,23,2017-09-28,CLUB_MIXED
23,24,Los Angeles 7 Figures,-,24,2017-09-28,CLUB_MIXED
24,25,West Chester Bang!,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2017-09-28,CLUB_MIXED
2,3,Seattle BFG,-,3,2017-09-28,CLUB_MIXED
3,4,Minneapolis Drag’N Thrust,-,4,2017-09-28,CLUB_MIXED
4,5,Boston Wild Card,-,5,2017-09-28,CLUB_MIXED
5,6,Boston Slow,-,6,2017-09-28,CLUB_MIXED
6,7,Connecticut Metro North,-,7,2017-09-28,CLUB_MIXED
7,8,Cincinnati Steamboat,-,8,2017-09-28,CLUB_MIXED
8,9,San Francisco Mischief,-,9,2017-09-28,CLUB_MIXED
9,10,Fort Collins shame.,-,10,2017-09-28,CLUB_MIXED
10,11,Madison NOISE,-,11,2017-09-28,CLUB_MIXED
11,12,Dallas Public Enemy,-,12,2017-09-28,CLUB_MIXED
12,13,Denver Love Tractor,-,13,2017-09-28,CLUB_MIXED
13,14,San Francisco Blackbird,-,14,2017-09-28,CLUB_MIXED
14,15,Iowa Chad Larson Experience,-,15,2017-09-28,CLUB_MIXED
15,16,Pittsburgh Alloy,-,16,2017-09-28,CLUB_MIXED
16,17,Minneapolis No Touching,-,17,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-,18,2017-09-28,CLUB_MIXED
18,19,Washington DC Ambiguous Grey,-,19,2017-09-28,CLUB_MIXED
19,20,Durham Toro,-,20,2017-09-28,CLUB_MIXED
20,21,New York XIST,-,21,2017-09-28,CLUB_MIXED
21,22,San Francisco Polar Bears,-,22,2017-09-28,CLUB_MIXED
22,23,Atlanta Bucket,-,23,2017-09-28,CLUB_MIXED
23,24,Los Angeles 7 Figures,-,24,2017-09-28,CLUB_MIXED
24,25,West Chester Bang!,-,25,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2017-09-28,CLUB_MIXED
2,3,Seattle BFG,-,3,2017-09-28,CLUB_MIXED
3,4,Minneapolis Drag’N Thrust,-,4,2017-09-28,CLUB_MIXED
4,5,Boston Wild Card,-,5,2017-09-28,CLUB_MIXED
5,6,Boston Slow,-,6,2017-09-28,CLUB_MIXED
6,7,Connecticut Metro North,-,7,2017-09-28,CLUB_MIXED
7,8,Cincinnati Steamboat,-,8,2017-09-28,CLUB_MIXED
8,9,San Francisco Mischief,-,9,2017-09-28,CLUB_MIXED
9,10,Fort Collins shame.,+1,11,2017-09-28,CLUB_MIXED
10,11,Madison NOISE,+3,14,2017-09-28,CLUB_MIXED
11,12,Dallas Public Enemy,,-,2017-09-28,CLUB_MIXED
12,13,Denver Love Tractor,+2,15,2017-09-28,CLUB_MIXED
13,14,San Francisco Blackbird,-2,12,2017-09-28,CLUB_MIXED
14,15,Iowa Chad Larson Experience,+3,18,2017-09-28,CLUB_MIXED
15,16,Pittsburgh Alloy,+6,22,2017-09-28,CLUB_MIXED
16,17,Minneapolis No Touching,-1,16,2017-09-28,CLUB_MIXED
17,18,Chicago UPA,-1,17,2017-09-28,CLUB_MIXED
18,19,Washington DC Ambiguous Grey,-6,13,2017-09-28,CLUB_MIXED
19,20,Durham Toro,-1,19,2017-09-28,CLUB_MIXED
20,21,New York XIST,-1,20,2017-09-28,CLUB_MIXED
21,22,San Francisco Polar Bears,-12,10,2017-09-28,CLUB_MIXED
22,23,Atlanta Bucket,-2,21,2017-09-28,CLUB_MIXED
23,24,Los Angeles 7 Figures,-,24,2017-09-28,CLUB_MIXED
24,25,West Chester Bang!,,-,2017-09-28,CLUB_MIXED
0,1,Seattle Mixtape,-,1,2017-09-28,CLUB_MIXED
1,2,Philadelphia AMP,-,2,2017-09-28,CLUB_MIXED
2,3,Seattle BFG,-,3,2017-09-28,CLUB_MIXED
3,4,Minneapolis Drag’N Thrust,-,4,2017-09-28,CLUB_MIXED
4,5,Boston Wild Card,-,5,2017-09-28,CLUB_MIXED
5,6,Boston Slow,-,6,2017-09-28,CLUB_MIXED
6,7,Connecticut Metro North,-,7,2017-09-28,CLUB_MIXED
7,8,Cincinnati Steamboat,-,8,2017-09-28,CLUB_MIXED
8,9,San Francisco Mischief,-,9,2017-09-28,CLUB_MIXED
9,10,San Francisco Polar Bears,-,10,2017-09-28,CLUB_MIXED
10,11,Fort Collins shame.,-,11,2017-09-28,CLUB_MIXED
11,12,San Francisco Blackbird,-,12,2017-09-28,CLUB_MIXED
12,13,Washington DC Ambiguous Grey,-,13,2017-09-28,CLUB_MIXED
13,14,Madison NOISE,-,14,2017-09-28,CLUB_MIXED
14,15,Denver Love Tractor,-,15,2017-09-28,CLUB_MIXED
